,日期,小时,温度(C°),湿度(%),降雨量(mm),大气压(hPa),风向,风向角度(°),风速(KM/H),云量(%)
CN101190801,2015/6/11,4,25,33,0,1001,西北风,288,24,0
CN101190801,2015/6/11,5,24,27,0,1001,西北风,293,24,0
CN101190801,2015/6/11,6,25,26,0,1001,西北风,296,27,0
CN101190801,2015/6/11,7,27,25,0,1002,西北风,298,30,0
CN101190801,2015/6/11,8,28,24,0,1002,西北风,300,33,7
CN101190801,2015/6/11,9,29,22,0,1002,西北风,299,34,53
CN101190801,2015/6/11,10,31,21,0,1002,西北风,297,35,46
CN101190801,2015/6/11,11,32,19,0,1002,西北风,295,36,20
CN101190801,2015/6/11,12,33,17,0,1002,西北风,296,35,0
CN101190801,2015/6/11,13,33,16,0,1002,西北风,297,34,0
CN101190801,2015/6/11,14,34,14,0,1001,西北风,297,33,0
CN101190801,2015/6/11,15,35,14,0,1001,西北风,292,32,0
CN101190801,2015/6/11,16,35,14,0,1000,西北风,287,30,0
CN101190801,2015/6/11,17,36,13,0,1000,西北风,282,28,0
CN101190801,2015/6/11,18,34,15,0,1000,西风,267,23,0
CN101190801,2015/6/11,19,33,17,0,1000,西南风,251,19,0
CN101190801,2015/6/11,20,32,19,0,1000,西南风,235,15,0
CN101190801,2015/6/11,21,30,19,0,1001,西南风,235,16,0
CN101190801,2015/6/11,22,29,20,0,1001,西南风,235,17,0
CN101190801,2015/6/11,23,27,21,0,1001,西南风,235,19,19
CN101190801,2015/6/12,0,27,23,0,1002,西南风,234,17,51
CN101190801,2015/6/12,1,26,24,0,1003,西南风,233,15,79
CN101190801,2015/6/12,2,26,26,0,1003,西南风,233,14,100
CN101190801,2015/6/12,3,25,27,0,1003,西南风,233,14,100
CN101190801,2015/6/12,4,25,28,0,1003,西南风,233,15,100
CN101190801,2015/6/12,5,24,28,0,1003,西南风,233,16,100
CN101190801,2015/6/12,6,26,27,0,1003,西南风,236,21,100
CN101190801,2015/6/12,7,28,25,0,1003,西南风,240,26,100
CN101190801,2015/6/12,8,30,23,0,1003,西南风,243,31,100
CN101190801,2015/6/12,9,32,20,0,1003,西南风,247,32,100
CN101190801,2015/6/12,10,34,18,0,1003,西南风,251,33,100
CN101190801,2015/6/12,11,36,15,0,1002,西南风,255,34,100
CN101190801,2015/6/12,12,37,14,0,1001,西南风,254,34,100
CN101190801,2015/6/12,13,38,13,0,1001,西南风,253,34,100
CN101190801,2015/6/12,14,39,12,0,1000,西南风,252,34,100
CN101190801,2015/6/12,15,38,12,0,1000,西南风,249,33,100
CN101190801,2015/6/12,16,37,12,0,999,西南风,246,32,100
CN101190801,2015/6/12,17,37,13,0,998,西南风,244,30,99
CN101190801,2015/6/12,18,36,13,0,998,西南风,240,28,93
CN101190801,2015/6/12,19,34,14,0,998,西南风,235,26,30
CN101190801,2015/6/12,20,33,15,0,998,西南风,231,24,8
CN101190801,2015/6/12,21,32,15,0,999,西南风,231,23,7
CN101190801,2015/6/12,22,31,15,0,999,西南风,230,22,1
CN101190801,2015/6/12,23,30,16,0,1000,西南风,230,22,1
CN101190801,2015/6/13,0,30,21,0,1000,西南风,235,24,2
CN101190801,2015/6/13,1,29,27,0,1000,西南风,240,25,0
CN101190801,2015/6/13,2,29,33,0,1000,西南风,245,27,0
CN101190801,2015/6/13,3,28,34,0,1000,西南风,252,23,0
CN101190801,2015/6/13,4,27,35,0,1000,西风,259,18,0
CN101190801,2015/6/13,5,26,36,0,1000,西风,266,14,0
CN101190801,2015/6/13,6,28,31,0,1000,西北风,286,13,0
CN101190801,2015/6/13,7,30,26,0,1001,西北风,306,13,0
CN101190801,2015/6/13,8,33,22,0,1001,西北风,325,12,3
CN101190801,2015/6/13,9,34,20,0,1001,西北风,319,14,8
CN101190801,2015/6/13,10,35,19,0,1001,西北风,312,16,36
CN101190801,2015/6/13,11,36,18,0,1001,西北风,306,18,60
CN101190801,2015/6/13,12,36,17,0,1001,西北风,301,21,88
CN101190801,2015/6/13,13,37,16,0,1000,西北风,297,24,100
CN101190801,2015/6/13,14,37,15,0,1000,西北风,293,27,99
CN101190801,2015/6/13,15,37,15,0,999,西北风,300,26,100
CN101190801,2015/6/13,16,36,16,0,999,西北风,308,24,98
CN101190801,2015/6/13,17,36,16,0,999,西北风,316,23,99
CN101190801,2015/6/13,18,34,19,0,1000,西北风,325,20,99
CN101190801,2015/6/13,19,33,22,0,1000,西北风,334,18,100
CN101190801,2015/6/13,20,31,24,0,1001,西北风,343,15,99
CN101190801,2015/6/13,21,30,26,0,1002,西北风,349,15,100
CN101190801,2015/6/13,22,29,28,0,1003,北风,354,16,86
CN101190801,2015/6/13,23,28,30,0,1003,北风,360,17,95
CN101190801,2015/6/14,0,28,34,0,1004,北风,357,16,99
CN101190801,2015/6/14,1,27,37,0,1005,北风,354,15,98
CN101190801,2015/6/14,2,27,40,0,1006,北风,351,13,98
CN101190801,2015/6/14,3,26,43,0,1006,西南风,236,13,96
CN101190801,2015/6/14,4,25,46,0,1006,东南风,121,13,97
CN101190801,2015/6/14,5,24,49,0,1007,北风,7,13,76
CN101190801,2015/6/14,6,25,47,0,1007,东北风,14,14,70
CN101190801,2015/6/14,7,27,45,0,1007,东北风,21,14,100
CN101190801,2015/6/14,8,28,43,0,1008,东北风,28,15,100
CN101190801,2015/6/14,9,29,39,0,1008,东北风,31,14,72
CN101190801,2015/6/14,10,31,35,0,1008,东北风,34,14,82
CN101190801,2015/6/14,11,32,30,0,1008,东北风,37,13,66
CN101190801,2015/6/14,12,33,28,0,1007,东北风,35,12,79
CN101190801,2015/6/14,13,34,26,0,1007,东北风,33,12,98
CN101190801,2015/6/14,14,36,24,0,1006,东北风,31,11,100
CN101190801,2015/6/14,15,36,23,0,1006,东北风,33,11,100
CN101190801,2015/6/14,16,36,23,0,1005,东北风,35,11,99
CN101190801,2015/6/14,17,37,22,0,1005,东北风,37,10,100
CN101190801,2015/6/14,18,35,24,0,1005,东北风,39,9,91
CN101190801,2015/6/14,19,34,27,0,1005,东北风,41,8,80
CN101190801,2015/6/14,20,33,29,0,1006,东北风,44,6,47
CN101190801,2015/6/14,21,31,33,0,1006,东北风,73,9,21
CN101190801,2015/6/14,22,30,37,0,1007,东南风,102,12,37
CN101190801,2015/6/14,23,29,40,0,1008,东南风,131,14,88
CN101190801,2015/6/15,0,27,39,0,1007,东南风,130,14,99
CN101190801,2015/6/15,1,26,38,0,1007,东南风,129,13,100
CN101190801,2015/6/15,2,25,37,0,1007,东南风,128,12,98
CN101190801,2015/6/15,3,25,39,0,1007,东南风,126,12,99
CN101190801,2015/6/15,4,24,41,0,1007,东南风,124,11,100
CN101190801,2015/6/15,5,24,43,0,1007,东南风,122,11,98
CN101190801,2015/6/15,6,25,42,0,1008,东南风,118,11,100
CN101190801,2015/6/15,7,26,41,0,1008,东南风,114,12,100
CN101190801,2015/6/15,8,28,40,0,1008,东南风,111,12,100
CN101190801,2015/6/15,9,28,42,0.5,1008,南风,173,10,100
CN101190801,2015/6/15,10,28,44,1.1,1009,西南风,236,8,100
CN101190801,2015/6/15,11,28,47,1.6,1009,西北风,298,6,100
CN101190801,2015/6/15,12,29,47,1.2,1008,西南风,229,6,100
CN101190801,2015/6/15,13,30,48,0.8,1008,东南风,160,5,100
CN101190801,2015/6/15,14,31,49,0.4,1008,东风,92,5,100
CN101190801,2015/6/15,15,31,47,0.3,1007,东风,96,6,99
CN101190801,2015/6/15,16,31,44,0.1,1007,东风,100,7,98
CN101190801,2015/6/15,17,31,42,0,1007,东南风,104,9,89
CN101190801,2015/6/15,18,29,45,0,1006,东南风,105,8,96
CN101190801,2015/6/15,19,28,48,0,1006,东南风,105,7,96
CN101190801,2015/6/15,20,27,50,0,1006,东南风,105,6,68
CN101190801,2015/6/15,21,27,51,0,1007,东南风,107,6,97
CN101190801,2015/6/15,22,26,52,0,1007,东南风,109,6,92
CN101190801,2015/6/15,23,26,53,0,1007,东南风,111,6,100
CN101190801,2015/6/16,0,25,61,0,1007,东南风,119,8,96
CN101190801,2015/6/16,1,23,70,0.1,1007,东南风,126,9,90
CN101190801,2015/6/16,2,22,78,0.1,1007,东南风,134,10,94
CN101190801,2015/6/16,3,22,79,0.1,1007,东南风,129,10,100
CN101190801,2015/6/16,4,21,79,0.1,1007,东南风,125,10,100
CN101190801,2015/6/16,5,21,80,0.1,1006,东南风,120,9,100
CN101190801,2015/6/16,6,23,76,0.1,1007,东南风,118,10,100
CN101190801,2015/6/16,7,24,72,0,1007,东南风,116,10,100
CN101190801,2015/6/16,8,26,69,0,1007,东南风,114,10,93
CN101190801,2015/6/16,9,26,66,0,1007,东南风,122,11,100
CN101190801,2015/6/16,10,27,63,0,1007,东南风,130,12,100
CN101190801,2015/6/16,11,28,61,0,1007,东南风,138,13,100
CN101190801,2015/6/16,12,28,57,0,1006,东南风,144,14,100
CN101190801,2015/6/16,13,29,53,0,1006,东南风,149,16,100
CN101190801,2015/6/16,14,30,50,0,1005,东南风,155,17,100
CN101190801,2015/6/16,15,29,51,0,1005,东南风,156,19,100
CN101190801,2015/6/16,16,29,53,0,1004,东南风,158,20,100
CN101190801,2015/6/16,17,28,55,0,1003,东南风,159,22,100
CN101190801,2015/6/16,18,27,58,0,1004,东南风,157,21,100
CN101190801,2015/6/16,19,25,61,0,1004,东南风,154,20,95
CN101190801,2015/6/16,20,24,64,0,1004,东南风,151,19,97
CN101190801,2015/6/16,21,23,67,0,1004,东南风,154,18,91
CN101190801,2015/6/16,22,23,70,0,1005,东南风,158,17,100
CN101190801,2015/6/16,23,22,73,0,1005,东南风,161,15,99
CN101190801,2015/6/17,0,22,76,0.1,1005,东南风,128,13,85
CN101190801,2015/6/17,1,21,79,0.3,1004,东风,95,11,42
CN101190801,2015/6/17,2,21,82,0.4,1004,东北风,62,9,34
CN101190801,2015/6/17,3,21,82,0.6,1004,东北风,61,10,70
CN101190801,2015/6/17,4,20,82,0.7,1004,东北风,60,12,89
CN101190801,2015/6/17,5,20,82,0.9,1004,东北风,59,13,91
CN101190801,2015/6/17,6,21,77,0.6,1004,东北风,65,13,84
CN101190801,2015/6/17,7,22,73,0.3,1004,东北风,71,14,90
CN101190801,2015/6/17,8,24,69,0,1004,东北风,78,14,85
CN101190801,2015/6/17,9,25,60,0,1004,东北风,79,15,84
CN101190801,2015/6/17,10,27,51,0,1005,东风,80,16,47
CN101190801,2015/6/17,11,29,42,0,1005,东风,81,17,52
CN101190801,2015/6/17,12,30,38,0,1004,东风,86,16,64
CN101190801,2015/6/17,13,31,35,0,1004,东风,91,15,48
CN101190801,2015/6/17,14,32,32,0,1003,东风,96,14,31
CN101190801,2015/6/17,15,33,31,0,1003,东南风,103,13,39
CN101190801,2015/6/17,16,33,31,0,1002,东南风,110,12,69
CN101190801,2015/6/17,17,33,30,0,1002,东南风,118,12,78
CN101190801,2015/6/17,18,32,35,0,1002,东南风,137,14,9
CN101190801,2015/6/17,19,31,39,0,1003,东南风,157,17,48
CN101190801,2015/6/17,20,30,44,0,1003,南风,177,19,88
CN101190801,2015/6/17,21,29,48,0,1003,南风,180,17,98
CN101190801,2015/6/17,22,28,52,0,1004,南风,183,15,92
CN101190801,2015/6/17,23,27,56,0,1004,南风,186,13,96
CN101190801,2015/6/18,0,26,57,0,1005,西南风,191,12,99
CN101190801,2015/6/18,1,24,58,0,1005,西南风,196,10,98
CN101190801,2015/6/18,2,23,60,0,1005,西南风,202,8,99
CN101190801,2015/6/18,3,23,60,0,1005,西南风,199,8,99
CN101190801,2015/6/18,4,22,61,0,1005,西南风,197,8,100
CN101190801,2015/6/18,5,22,61,0,1005,西南风,195,8,100
CN101190801,2015/6/18,6,24,57,0,1005,西南风,199,8,100
CN101190801,2015/6/18,7,26,52,0,1005,西南风,203,9,100
CN101190801,2015/6/18,8,28,47,0,1006,西南风,207,9,88
CN101190801,2015/6/18,9,29,44,0,1006,西南风,227,9,66
CN101190801,2015/6/18,10,31,41,0,1006,西南风,246,9,37
CN101190801,2015/6/18,11,32,38,0,1006,西风,266,9,32
CN101190801,2015/6/18,12,33,37,0,1005,西风,265,8,19
CN101190801,2015/6/18,13,35,35,0,1005,西风,264,6,11
CN101190801,2015/6/18,14,36,33,0,1004,西风,263,5,10
CN101190801,2015/6/18,15,36,33,0,1004,西南风,253,6,8
CN101190801,2015/6/18,16,36,32,0,1004,西南风,243,8,5
CN101190801,2015/6/18,17,35,32,0,1004,西南风,233,10,8
CN101190801,2015/6/18,18,34,35,0,1004,西南风,229,12,3
CN101190801,2015/6/18,19,32,37,0,1004,西南风,225,14,6
CN101190801,2015/6/18,20,31,40,0,1004,西南风,221,17,12
CN101190801,2015/6/18,21,30,43,0,1005,西南风,217,15,16
CN101190801,2015/6/18,22,29,46,0.1,1005,西南风,213,14,38
CN101190801,2015/6/18,23,28,50,0.1,1006,西南风,209,12,35
CN101190801,2015/6/19,0,27,53,0.4,1006,西南风,194,11,42
CN101190801,2015/6/19,1,26,56,0.8,1006,南风,179,11,34
CN101190801,2015/6/19,2,25,59,1.1,1007,东南风,164,10,14
CN101190801,2015/6/19,3,25,61,0.7,1007,南风,170,10,20
CN101190801,2015/6/19,4,24,62,0.4,1007,南风,177,9,28
CN101190801,2015/6/19,5,24,63,0,1008,南风,183,9,27
CN101190801,2015/6/19,6,26,59,0,1008,南风,185,10,34
CN101190801,2015/6/19,7,28,54,0,1008,南风,187,12,17
CN101190801,2015/6/19,8,30,49,0,1008,南风,189,13,18
CN101190801,2015/6/19,9,31,45,0,1008,南风,190,13,18
CN101190801,2015/6/19,10,32,41,0,1008,南风,191,13,39
CN101190801,2015/6/19,11,34,37,0,1008,西南风,192,13,66
CN101190801,2015/6/19,12,35,35,0,1007,西南风,192,13,89
CN101190801,2015/6/19,13,35,33,0,1006,西南风,192,14,91
CN101190801,2015/6/19,14,36,30,0,1006,西南风,192,14,54
CN101190801,2015/6/19,15,36,30,0,1005,西南风,195,16,82
CN101190801,2015/6/19,16,36,29,0,1005,西南风,198,19,95
CN101190801,2015/6/19,17,35,29,0,1004,西南风,201,21,97
CN101190801,2015/6/19,18,34,31,0,1004,西南风,198,19,79
CN101190801,2015/6/19,19,33,34,0.1,1004,西南风,196,17,68
CN101190801,2015/6/19,20,31,36,0.1,1005,西南风,194,15,97
CN101190801,2015/6/19,21,30,41,0.1,1005,东南风,165,12,99
CN101190801,2015/6/19,22,29,46,0.1,1006,东南风,136,9,100
CN101190801,2015/6/19,23,29,51,0.1,1007,东南风,107,5,100
CN101190801,2015/6/20,0,27,62,1.8,1007,东风,98,9,100
CN101190801,2015/6/20,1,24,73,3.6,1008,东风,90,13,99
CN101190801,2015/6/20,2,22,85,5.3,1008,东风,82,17,99
CN101190801,2015/6/20,3,23,83,3.6,1008,东北风,76,13,100
CN101190801,2015/6/20,4,23,82,1.8,1008,东北风,71,8,100
CN101190801,2015/6/20,5,23,81,0.1,1009,东北风,65,4,100
CN101190801,2015/6/20,6,24,80,0.2,1009,东北风,47,7,100
CN101190801,2015/6/20,7,24,79,0.3,1009,东北风,28,11,100
CN101190801,2015/6/20,8,24,77,0.4,1010,北风,10,15,99
CN101190801,2015/6/20,9,25,72,0.3,1010,东北风,25,15,94
CN101190801,2015/6/20,10,27,66,0.2,1010,东北风,40,16,98
CN101190801,2015/6/20,11,28,60,0.1,1010,东北风,55,16,100
CN101190801,2015/6/20,12,29,53,0.1,1010,东北风,46,15,100
CN101190801,2015/6/20,13,30,46,0,1009,东北风,36,13,99
CN101190801,2015/6/20,14,31,39,0,1009,东北风,27,12,98
CN101190801,2015/6/20,15,31,37,0,1008,东北风,26,12,94
CN101190801,2015/6/20,16,32,35,0,1008,东北风,25,12,94
CN101190801,2015/6/20,17,32,32,0,1008,东北风,23,12,98
CN101190801,2015/6/20,18,31,34,0,1008,东北风,23,10,92
CN101190801,2015/6/20,19,30,36,0,1008,东北风,24,9,90
CN101190801,2015/6/20,20,28,37,0,1008,东北风,24,7,78
CN101190801,2015/6/20,21,27,43,0,1008,东北风,54,10,76
CN101190801,2015/6/20,22,26,49,0,1008,东风,85,14,97
CN101190801,2015/6/20,23,24,55,0,1009,东南风,115,17,93
CN101190801,2015/6/21,0,24,56,0,1009,东南风,143,12,96
CN101190801,2015/6/21,1,25,56,0,1009,南风,172,8,96
CN101190801,2015/6/21,2,25,57,0,1009,西南风,200,4,90
CN101190801,2015/6/21,3,24,59,0,1009,西南风,195,5,86
CN101190801,2015/6/21,4,23,61,0,1009,南风,191,7,58
CN101190801,2015/6/21,5,23,63,0,1010,南风,186,8,18
CN101190801,2015/6/21,6,25,61,0,1010,南风,180,9,33
CN101190801,2015/6/21,7,26,58,0,1010,南风,173,10,48
CN101190801,2015/6/21,8,28,55,0,1010,东南风,167,12,46
CN101190801,2015/6/21,9,29,50,0,1009,东南风,161,11,36
CN101190801,2015/6/21,10,30,45,0,1009,东南风,156,11,5
CN101190801,2015/6/21,11,31,40,0,1009,东南风,150,11,2
CN101190801,2015/6/21,12,32,37,0,1008,东南风,150,10,2
CN101190801,2015/6/21,13,32,35,0,1007,东南风,150,10,7
CN101190801,2015/6/21,14,33,32,0,1007,东南风,151,9,10
CN101190801,2015/6/21,15,33,31,0,1007,东南风,150,10,4
CN101190801,2015/6/21,16,34,30,0,1006,东南风,149,10,1
CN101190801,2015/6/21,17,34,29,0,1006,东南风,149,11,2
CN101190801,2015/6/21,18,32,32,0,1006,东南风,151,13,3
CN101190801,2015/6/21,19,31,35,0,1006,东南风,153,15,2
CN101190801,2015/6/21,20,30,38,0,1006,东南风,156,16,1
CN101190801,2015/6/21,21,29,39,0,1006,东南风,151,15,0
CN101190801,2015/6/21,22,28,40,0,1007,东南风,147,14,45
CN101190801,2015/6/21,23,26,41,0,1007,东南风,143,13,47
CN101190801,2015/6/22,0,26,48,0,1007,东南风,140,13,44
CN101190801,2015/6/22,1,25,56,0,1007,东南风,137,13,9
CN101190801,2015/6/22,2,24,63,0,1007,东南风,134,13,17
CN101190801,2015/6/22,3,24,69,0,1007,东南风,136,11,32
CN101190801,2015/6/22,4,23,74,0,1007,东南风,139,10,68
CN101190801,2015/6/22,5,23,80,0,1007,东南风,142,9,97
CN101190801,2015/6/22,6,25,76,0,1007,东南风,134,9,100
CN101190801,2015/6/22,7,26,72,0,1007,东南风,126,9,100
CN101190801,2015/6/22,8,28,69,0,1008,东南风,119,9,99
CN101190801,2015/6/22,9,29,60,0,1007,东南风,115,11,93
CN101190801,2015/6/22,10,31,51,0,1007,东南风,111,12,98
CN101190801,2015/6/22,11,32,43,0,1007,东南风,107,14,99
CN101190801,2015/6/22,12,32,40,0,1006,东南风,110,14,100
CN101190801,2015/6/22,13,33,37,0,1006,东南风,112,14,100
CN101190801,2015/6/22,14,34,35,0,1005,东南风,115,14,100
CN101190801,2015/6/22,15,34,34,0,1005,东南风,120,14,100
CN101190801,2015/6/22,16,34,33,0,1005,东南风,125,14,100
CN101190801,2015/6/22,17,34,32,0,1004,东南风,130,14,100
CN101190801,2015/6/22,18,32,35,0,1004,东南风,134,13,98
CN101190801,2015/6/22,19,31,38,0,1005,东南风,137,12,90
CN101190801,2015/6/22,20,30,41,0,1005,东南风,141,11,85
CN101190801,2015/6/22,21,29,45,0,1005,东南风,129,13,80
CN101190801,2015/6/22,22,28,50,0,1006,东南风,117,15,69
CN101190801,2015/6/22,23,27,54,0,1007,东南风,105,17,86
CN101190801,2015/6/23,0,26,58,0,1007,东南风,109,16,100
CN101190801,2015/6/23,1,26,62,0,1007,东南风,113,15,100
CN101190801,2015/6/23,2,25,66,0,1007,东南风,117,14,100
CN101190801,2015/6/23,3,24,71,0,1007,东南风,109,13,100
CN101190801,2015/6/23,4,24,77,0,1007,东风,101,13,100
CN101190801,2015/6/23,5,24,83,0,1007,东风,93,12,100
CN101190801,2015/6/23,6,25,78,0,1008,东风,99,13,100
CN101190801,2015/6/23,7,27,74,0,1008,东南风,105,14,100
CN101190801,2015/6/23,8,28,69,0,1009,东南风,111,15,100
CN101190801,2015/6/23,9,29,61,0,1008,东南风,108,16,100
CN101190801,2015/6/23,10,31,53,0,1008,东南风,106,17,100
CN101190801,2015/6/23,11,32,45,0,1008,东南风,103,18,100
CN101190801,2015/6/23,12,33,41,0,1007,东南风,101,18,100
CN101190801,2015/6/23,13,34,37,0,1007,东风,100,19,100
CN101190801,2015/6/23,14,35,33,0,1006,东风,99,19,100
CN101190801,2015/6/23,15,35,32,0,1006,东风,100,19,98
CN101190801,2015/6/23,16,35,31,0,1006,东南风,102,18,100
CN101190801,2015/6/23,17,35,31,0,1005,东南风,104,18,100
CN101190801,2015/6/23,18,34,36,0,1006,东风,101,19,100
CN101190801,2015/6/23,19,33,41,0,1006,东风,98,20,100
CN101190801,2015/6/23,20,33,46,0,1006,东风,95,21,100
CN101190801,2015/6/23,21,31,54,0.2,1007,东风,97,22,100
CN101190801,2015/6/23,22,30,62,0.4,1007,东风,98,24,100
CN101190801,2015/6/23,23,29,70,0.6,1007,东风,100,25,100
CN101190801,2015/6/24,0,26,74,0.9,1007,东风,90,25,100
CN101190801,2015/6/24,1,24,79,1.3,1007,东风,81,25,100
CN101190801,2015/6/24,2,21,83,1.6,1008,东北风,72,25,100
CN101190801,2015/6/24,3,21,86,6.9,1007,东北风,73,26,100
CN101190801,2015/6/24,4,21,88,12.2,1006,东北风,73,28,100
CN101190801,2015/6/24,5,20,91,17.5,1006,东北风,73,29,100
CN101190801,2015/6/24,6,21,90,18.4,1006,东北风,78,30,100
CN101190801,2015/6/24,7,21,90,19.4,1006,东风,82,31,100
CN101190801,2015/6/24,8,22,89,20.3,1006,东风,87,33,100
CN101190801,2015/6/24,9,23,88,15.3,1006,东风,89,33,100
CN101190801,2015/6/24,10,23,87,10.2,1006,东风,92,34,100
CN101190801,2015/6/24,11,24,86,5.2,1006,东风,94,34,100
CN101190801,2015/6/24,12,24,87,6.9,1005,东风,94,35,100
CN101190801,2015/6/24,13,24,88,8.5,1005,东风,94,36,100
CN101190801,2015/6/24,14,25,89,10.2,1004,东风,95,36,100
CN101190801,2015/6/24,15,25,89,9.1,1004,东风,88,32,100
CN101190801,2015/6/24,16,24,90,7.9,1003,东风,82,28,100
CN101190801,2015/6/24,17,24,91,6.8,1003,东北风,75,24,100
CN101190801,2015/6/24,18,24,90,4.6,1003,东风,80,24,100
CN101190801,2015/6/24,19,23,90,2.3,1002,东风,85,23,100
CN101190801,2015/6/24,20,22,90,0.1,1002,东风,89,23,100
CN101190801,2015/6/24,21,22,91,0.1,1002,东风,88,22,100
CN101190801,2015/6/24,22,22,91,0.2,1003,东风,87,21,100
CN101190801,2015/6/24,23,22,92,0.2,1003,东风,87,21,100
CN101190801,2015/6/25,0,21,92,0.6,1003,东风,88,19,100
CN101190801,2015/6/25,1,21,93,1,1002,东风,90,18,100
CN101190801,2015/6/25,2,20,93,1.4,1002,东风,91,17,100
CN101190801,2015/6/25,3,20,94,1.1,1002,东风,93,16,100
CN101190801,2015/6/25,4,20,94,0.8,1002,东风,95,14,100
CN101190801,2015/6/25,5,20,94,0.5,1001,东风,98,13,100
CN101190801,2015/6/25,6,20,94,2,1001,东北风,73,14,99
CN101190801,2015/6/25,7,20,95,3.4,1001,东北风,48,15,99
CN101190801,2015/6/25,8,21,95,4.9,1001,东北风,23,16,99
CN101190801,2015/6/25,9,21,95,7.4,1001,东北风,30,14,100
CN101190801,2015/6/25,10,21,95,9.9,1001,东北风,37,13,93
CN101190801,2015/6/25,11,22,95,12.4,1001,东北风,45,11,84
CN101190801,2015/6/25,12,22,95,10.4,1001,东北风,39,12,74
CN101190801,2015/6/25,13,23,94,8.3,1000,东北风,33,12,77
CN101190801,2015/6/25,14,23,94,6.3,1000,东北风,27,12,92
CN101190801,2015/6/25,15,23,92,4.3,1000,东北风,21,12,88
CN101190801,2015/6/25,16,23,91,2.3,1000,东北风,15,12,90
CN101190801,2015/6/25,17,22,89,0.3,999,北风,9,12,77
CN101190801,2015/6/25,18,22,90,0.2,999,东北风,18,10,78
CN101190801,2015/6/25,19,22,91,0.1,999,东北风,27,8,87
CN101190801,2015/6/25,20,22,92,0,999,东北风,37,5,87
CN101190801,2015/6/25,21,22,93,0,1000,东南风,143,4,100
CN101190801,2015/6/25,22,21,94,0,1000,西南风,249,3,100
CN101190801,2015/6/25,23,21,95,0,1001,北风,355,3,100
CN101190801,2015/6/26,0,21,94,0,1001,北风,350,3,99
CN101190801,2015/6/26,1,21,94,0,1001,西北风,346,3,100
CN101190801,2015/6/26,2,21,94,0,1001,西北风,342,3,100
CN101190801,2015/6/26,3,20,94,0,1001,西南风,257,2,100
CN101190801,2015/6/26,4,20,95,0,1001,南风,171,2,100
CN101190801,2015/6/26,5,20,95,0,1001,东风,85,1,100
CN101190801,2015/6/26,6,21,91,0,1001,东风,98,2,100
CN101190801,2015/6/26,7,22,86,0,1001,东南风,111,3,99
CN101190801,2015/6/26,8,24,82,0,1002,东南风,124,4,100
CN101190801,2015/6/26,9,25,78,0,1002,东南风,130,4,100
CN101190801,2015/6/26,10,26,74,0,1002,东南风,136,5,100
CN101190801,2015/6/26,11,27,71,0,1002,东南风,143,5,99
CN101190801,2015/6/26,12,28,68,0,1001,东南风,141,5,100
CN101190801,2015/6/26,13,29,65,0,1001,东南风,139,5,98
CN101190801,2015/6/26,14,30,61,0,1000,东南风,137,4,99
CN101190801,2015/6/26,15,31,59,0,1000,东南风,133,6,98
CN101190801,2015/6/26,16,31,57,0,1000,东南风,129,7,100
CN101190801,2015/6/26,17,32,55,0,1000,东南风,125,8,100
CN101190801,2015/6/26,18,31,59,0,1000,东南风,124,10,100
CN101190801,2015/6/26,19,29,63,0,1000,东南风,123,11,92
CN101190801,2015/6/26,20,28,67,0,1000,东南风,122,13,75
CN101190801,2015/6/26,21,27,68,0,1001,东南风,124,13,83
CN101190801,2015/6/26,22,27,70,0,1001,东南风,127,13,76
CN101190801,2015/6/26,23,26,72,0,1002,东南风,129,14,80
CN101190801,2015/6/27,0,24,77,0.3,1002,东南风,125,12,84
CN101190801,2015/6/27,1,23,82,0.5,1003,东南风,121,10,100
CN101190801,2015/6/27,2,21,88,0.8,1003,东南风,117,9,100
CN101190801,2015/6/27,3,21,89,1,1003,东南风,110,8,99
CN101190801,2015/6/27,4,21,91,1.1,1003,东南风,102,8,94
CN101190801,2015/6/27,5,21,92,1.3,1003,东风,94,8,93
CN101190801,2015/6/27,6,21,92,1.4,1004,东风,94,10,92
CN101190801,2015/6/27,7,22,92,1.6,1004,东风,94,12,89
CN101190801,2015/6/27,8,22,92,1.7,1004,东风,93,14,76
CN101190801,2015/6/27,9,23,92,2.8,1005,东风,98,13,53
CN101190801,2015/6/27,10,23,92,3.8,1005,东南风,103,13,79
CN101190801,2015/6/27,11,23,93,4.9,1006,东南风,107,12,44
CN101190801,2015/6/27,12,24,92,4.2,1006,东南风,111,12,30
CN101190801,2015/6/27,13,24,91,3.6,1006,东南风,115,12,21
CN101190801,2015/6/27,14,25,91,2.9,1006,东南风,119,12,29
CN101190801,2015/6/27,15,25,91,2.2,1005,东南风,119,12,63
CN101190801,2015/6/27,16,25,91,1.6,1005,东南风,119,11,59
CN101190801,2015/6/27,17,25,91,0.9,1005,东南风,119,11,82
CN101190801,2015/6/27,18,24,92,0.7,1005,东南风,120,11,98
CN101190801,2015/6/27,19,24,94,0.6,1005,东南风,121,11,100
CN101190801,2015/6/27,20,23,95,0.4,1006,东南风,122,12,99
CN101190801,2015/6/27,21,22,96,0.3,1006,东南风,116,12,93
CN101190801,2015/6/27,22,22,97,0.1,1007,东南风,110,12,99
CN101190801,2015/6/27,23,22,97,0,1007,东南风,105,12,100
CN101190801,2015/6/28,0,21,95,0,1008,东南风,107,11,100
CN101190801,2015/6/28,1,21,93,0,1008,东南风,109,10,91
